date,1. open,2. high,3. low,4. close,5. volume
2024-04-18 19:00:00,155.9,155.9,155.17,155.17,6398.0
2024-04-18 18:00:00,155.65,155.99,155.65,155.8,7673.0
2024-04-18 17:00:00,155.68,155.77,155.43,155.65,22009.0
2024-04-18 16:00:00,156.01,156.21,145.735,155.75,5685694.0
2024-04-18 15:00:00,156.05,156.695,155.9,156.01,2944374.0
2024-04-18 14:00:00,156.585,156.76,155.9,156.05,1793618.0
2024-04-18 13:00:00,156.065,156.82,155.83,156.59,2594212.0
2024-04-18 12:00:00,155.96,156.94,155.81,156.06,2513532.0
2024-04-18 11:00:00,156.3,156.43,155.87,155.955,1504421.0
2024-04-18 10:00:00,155.14,156.41,154.91,156.28,2241300.0
2024-04-18 09:00:00,155.61,156.87,154.62,155.14,2702619.0
2024-04-18 08:00:00,155.983,156.53,155.2,155.64,62537.0
2024-04-18 07:00:00,156.01,156.13,155.87,155.94,12475.0
2024-04-18 06:00:00,155.75,156.22,155.7,156.02,7026.0
2024-04-18 05:00:00,155.87,155.92,155.58,155.71,2850.0
2024-04-18 04:00:00,156.3,156.52,155.8,155.8,12920.0
2024-04-17 19:00:00,155.5,155.6,155.13,155.13,11646.0
2024-04-17 18:00:00,155.47,155.64,155.44,155.5,10940.0
2024-04-17 17:00:00,155.377,155.55,155.34,155.48,26504.0
2024-04-17 16:00:00,155.43,161.992,154.23,155.27,5411475.0
2024-04-17 15:00:00,155.811,155.89,155.07,155.44,3734324.0
2024-04-17 14:00:00,156.02,156.63,155.49,155.83,1963915.0
2024-04-17 13:00:00,154.745,156.045,154.66,156.015,2280360.0
2024-04-17 12:00:00,155.46,155.6,154.58,154.76,2035004.0
2024-04-17 11:00:00,156.23,156.694,155.38,155.45,2094592.0
2024-04-17 10:00:00,156.52,156.75,155.77,156.24,3302074.0
2024-04-17 09:00:00,155.26,157.08,154.915,156.52,2771495.0
2024-04-17 08:00:00,154.693,155.29,153.67,155.29,44843.0
2024-04-17 07:00:00,154.98,155.21,154.75,154.77,11906.0
2024-04-17 06:00:00,154.69,155.18,154.67,154.99,6150.0
2024-04-17 05:00:00,154.76,154.79,154.56,154.7,3141.0
2024-04-17 04:00:00,154.25,154.95,154.05,154.84,5458.0
2024-04-16 19:00:00,154.65,154.79,154.41,154.54,8528.0
2024-04-16 18:00:00,154.42,159.135,154.41,154.64,6172.0
2024-04-16 17:00:00,154.35,154.58,154.31,154.41,4278.0
2024-04-16 16:00:00,154.39,159.09,144.091,154.35,6391138.0
2024-04-16 15:00:00,155.48,155.554,154.33,154.39,2545535.0
2024-04-16 14:00:00,154.73,155.65,154.47,155.48,1714048.0
2024-04-16 13:00:00,154.48,155.07,154.0,154.75,1868631.0
2024-04-16 12:00:00,154.86,155.0,154.41,154.47,1441450.0
2024-04-16 11:00:00,154.08,155.165,154.078,154.865,2337967.0
2024-04-16 10:00:00,154.74,155.05,153.43,154.067,3293760.0
2024-04-16 09:00:00,154.51,155.14,153.68,154.74,3649617.0
2024-04-16 08:00:00,154.13,154.93,153.19,154.5,72298.0
2024-04-16 07:00:00,154.11,154.9,154.07,154.86,29318.0
2024-04-16 06:00:00,154.25,154.28,153.74,154.07,16359.0
2024-04-16 05:00:00,154.36,154.48,154.1,154.28,7707.0
2024-04-16 04:00:00,154.0,154.6,154.0,154.36,22130.0
2024-04-15 19:00:00,154.69,154.69,154.25,154.5,12051.0
2024-04-15 18:00:00,154.41,154.86,154.41,154.69,18201.0
2024-04-15 17:00:00,154.6,154.6,153.644,154.22,10887.0
2024-04-15 16:00:00,154.78,159.56,154.25,154.58,8873829.0
2024-04-15 15:00:00,155.09,155.21,154.59,154.84,4190622.0
2024-04-15 14:00:00,155.68,155.78,154.93,155.105,2704084.0
2024-04-15 13:00:00,157.93,158.161,155.385,155.69,3514420.0
2024-04-15 12:00:00,158.55,158.668,157.52,157.93,1835443.0
2024-04-15 11:00:00,158.04,158.73,157.97,158.56,1715415.0
2024-04-15 10:00:00,158.62,159.24,158.01,158.035,3540021.0
2024-04-15 09:00:00,159.56,159.63,157.54,158.61,3706911.0
2024-04-15 08:00:00,158.283,159.71,156.97,159.55,150671.0
2024-04-15 07:00:00,158.76,158.83,158.44,158.69,38637.0
2024-04-15 06:00:00,158.63,158.9,158.62,158.77,7819.0
2024-04-15 05:00:00,158.56,158.68,158.28,158.63,9284.0
2024-04-15 04:00:00,158.16,158.78,157.65,158.61,17775.0
2024-04-12 19:00:00,157.18,157.42,156.75,156.98,13375.0
2024-04-12 18:00:00,157.41,157.5,157.14,157.2,11993.0
2024-04-12 17:00:00,157.5,157.73,157.35,157.48,418956.0
2024-04-12 16:00:00,157.76,166.415,153.74,157.49,6642206.0
2024-04-12 15:00:00,157.315,157.81,157.19,157.77,4065880.0
2024-04-12 14:00:00,157.5,157.83,157.26,157.315,1631234.0
2024-04-12 13:00:00,157.66,157.804,157.14,157.5,2177338.0
2024-04-12 12:00:00,158.57,158.58,157.66,157.66,1718606.0
2024-04-12 11:00:00,157.74,158.82,157.45,158.56,2265761.0
2024-04-12 10:00:00,159.68,159.88,157.63,157.73,4060289.0
2024-04-12 09:00:00,158.05,160.222,156.6,159.665,4413150.0
2024-04-12 08:00:00,159.378,159.46,157.74,157.93,674626.0
2024-04-12 07:00:00,158.53,158.69,158.46,158.6,39548.0
2024-04-12 06:00:00,158.71,158.74,158.41,158.5,10376.0
2024-04-12 05:00:00,159.18,159.18,158.52,158.76,14726.0
2024-04-12 04:00:00,159.22,159.43,159.04,159.17,13663.0
2024-04-11 19:00:00,159.29,159.4,159.1,159.39,10161.0
2024-04-11 18:00:00,159.27,159.4,159.16,159.3,10393.0
2024-04-11 17:00:00,159.28,159.41,158.244,159.16,9773.0
2024-04-11 16:00:00,159.37,164.504,159.24,159.29,7016495.0
2024-04-11 15:00:00,159.3,159.61,159.015,159.37,5235666.0
2024-04-11 14:00:00,158.97,159.68,158.915,159.29,3035571.0
2024-04-11 13:00:00,157.939,159.01,157.73,158.955,2455997.0
2024-04-11 12:00:00,158.25,158.38,157.89,157.94,2546602.0
2024-04-11 11:00:00,157.17,158.26,157.17,158.24,2397233.0
2024-04-11 10:00:00,157.12,157.53,156.46,157.15,3300560.0
2024-04-11 09:00:00,156.8,157.89,156.6,157.12,3844791.0
2024-04-11 08:00:00,155.5,156.99,155.3,156.85,207653.0
2024-04-11 07:00:00,155.67,155.72,155.34,155.5,17741.0
2024-04-11 06:00:00,155.68,155.76,155.53,155.7,7350.0
2024-04-11 05:00:00,155.77,155.85,155.53,155.6,5590.0
2024-04-11 04:00:00,155.79,156.19,155.64,155.73,8791.0
2024-04-10 19:00:00,155.88,155.97,155.64,155.72,12168.0
2024-04-10 18:00:00,155.95,155.99,155.72,155.89,8035.0
2024-04-10 17:00:00,155.83,156.14,155.83,155.87,157946.0
2024-04-10 16:00:00,156.15,163.414,153.237,155.83,5012382.0
2024-04-10 15:00:00,155.825,156.49,155.7,156.12,3467891.0
2024-04-10 14:00:00,155.92,156.5,155.71,155.83,1941418.0
2024-04-10 13:00:00,155.67,156.38,154.95,155.92,2619695.0
2024-04-10 12:00:00,155.32,155.87,155.03,155.65,1446974.0
2024-04-10 11:00:00,155.49,155.545,154.68,155.33,2165050.0
2024-04-10 10:00:00,155.26,155.86,155.13,155.49,3308556.0
2024-04-10 09:00:00,155.41,156.61,150.77,155.24,4142094.0
2024-04-10 08:00:00,157.75,158.1,154.81,155.41,333333.0
2024-04-10 07:00:00,157.78,157.87,157.57,157.64,16609.0
2024-04-10 06:00:00,157.35,157.84,157.25,157.79,16259.0
2024-04-10 05:00:00,157.96,158.01,157.27,157.28,13026.0
2024-04-10 04:00:00,157.37,158.0,156.9,157.95,20904.0
2024-04-09 19:00:00,157.05,157.17,156.65,156.66,17520.0
2024-04-09 18:00:00,157.11,157.17,156.99,157.09,20285.0
2024-04-09 17:00:00,156.78,157.17,156.75,157.1,43542.0
2024-04-09 16:00:00,156.64,157.364,149.098,156.779,5321582.0
2024-04-09 15:00:00,155.72,156.64,155.19,156.64,4413348.0
2024-04-09 14:00:00,156.18,156.25,155.665,155.73,1801682.0
2024-04-09 13:00:00,156.63,157.01,156.145,156.175,2433346.0
2024-04-09 12:00:00,155.84,157.17,155.82,156.63,2984868.0
2024-04-09 11:00:00,156.03,156.33,155.295,155.86,2802566.0
2024-04-09 10:00:00,157.79,158.56,155.765,156.04,6117835.0
2024-04-09 09:00:00,156.53,158.01,155.8,157.79,7014689.0
2024-04-09 08:00:00,154.899,156.98,154.16,156.56,227553.0
2024-04-09 07:00:00,154.72,155.86,154.72,155.82,64337.0
2024-04-09 06:00:00,154.86,154.97,154.55,154.75,5226.0
2024-04-09 05:00:00,154.75,155.02,154.62,154.86,7156.0
2024-04-09 04:00:00,154.8,155.09,154.36,154.76,7887.0
2024-04-08 19:00:00,155.0,155.18,154.91,155.18,13744.0
2024-04-08 18:00:00,154.96,158.453,144.748,155.0,15279.0
2024-04-08 17:00:00,154.94,155.18,154.94,154.96,23803.0
2024-04-08 16:00:00,154.88,155.17,154.615,154.95,6836571.0
2024-04-08 15:00:00,154.58,155.025,154.38,154.86,3895326.0
2024-04-08 14:00:00,154.54,154.68,154.335,154.57,815797.0
2024-04-08 13:00:00,154.819,154.87,154.22,154.54,1114951.0
2024-04-08 12:00:00,154.52,154.855,153.96,154.82,1761756.0
2024-04-08 11:00:00,155.09,155.27,154.36,154.515,1991867.0
2024-04-08 10:00:00,154.94,155.27,154.43,155.09,3408453.0
2024-04-08 09:00:00,152.93,155.05,152.38,154.935,3810407.0
2024-04-08 08:00:00,152.0,153.03,151.68,152.9,81306.0
2024-04-08 07:00:00,151.96,152.38,151.84,152.34,37482.0
2024-04-08 06:00:00,151.89,151.97,151.68,151.88,10648.0
2024-04-08 05:00:00,151.84,152.07,151.71,151.9,5248.0
2024-04-08 04:00:00,152.45,152.45,151.64,151.97,12506.0
2024-04-05 19:00:00,152.4,152.54,152.23,152.36,4535.0
2024-04-05 18:00:00,152.31,152.58,152.31,152.58,6390.0
2024-04-05 17:00:00,152.54,152.58,152.31,152.31,16976.0
2024-04-05 16:00:00,152.43,160.308,120.056,152.54,6211995.0
2024-04-05 15:00:00,152.37,152.82,152.15,152.46,3087039.0
2024-04-05 14:00:00,152.72,153.0,152.12,152.37,1882727.0
2024-04-05 13:00:00,153.22,153.325,152.5,152.71,1781226.0
2024-04-05 12:00:00,153.15,153.42,152.89,153.225,2042426.0
2024-04-05 11:00:00,152.86,153.226,152.22,153.11,2635082.0
2024-04-05 10:00:00,152.815,153.0,151.65,152.865,3084385.0
2024-04-05 09:00:00,149.55,153.71,149.35,152.81,4545143.0
2024-04-05 08:00:00,149.32,151.659,148.41,149.538,385587.0
2024-04-05 07:00:00,149.35,150.23,149.3,150.22,36330.0
2024-04-05 06:00:00,149.75,149.77,149.29,149.35,5671.0
2024-04-05 05:00:00,149.86,150.09,149.66,149.75,10066.0
2024-04-05 04:00:00,149.22,150.21,148.56,149.88,25733.0
2024-04-04 19:00:00,149.3,149.6,149.05,149.25,28248.0
2024-04-04 18:00:00,149.49,149.64,148.34,149.3,66933.0
2024-04-04 17:00:00,150.27,150.47,149.08,149.4,93554.0
2024-04-04 16:00:00,150.56,159.574,145.735,150.22,10187977.0
2024-04-04 15:00:00,152.09,152.19,150.45,150.54,5971565.0
2024-04-04 14:00:00,154.08,154.08,151.82,152.11,3196346.0
2024-04-04 13:00:00,154.23,154.58,154.07,154.09,1382178.0
2024-04-04 12:00:00,154.545,154.77,154.129,154.226,2065503.0
2024-04-04 11:00:00,153.38,154.55,153.36,154.54,2535452.0
2024-04-04 10:00:00,152.61,153.54,152.25,153.377,4249643.0
2024-04-04 09:00:00,153.57,154.92,152.18,152.63,8091357.0
2024-04-04 08:00:00,153.63,154.984,152.96,153.56,213867.0
2024-04-04 07:00:00,153.93,154.0,153.56,153.64,48070.0
2024-04-04 06:00:00,154.1,154.12,153.47,153.9,24418.0
2024-04-04 05:00:00,154.27,154.39,153.95,154.04,18984.0
2024-04-04 04:00:00,155.46,155.46,153.75,154.27,42035.0
2024-04-03 19:00:00,154.22,154.75,153.98,154.33,39512.0
2024-04-03 18:00:00,154.29,154.32,153.8,154.15,15660.0
2024-04-03 17:00:00,153.42,154.92,153.27,154.31,86540.0
2024-04-03 16:00:00,154.93,161.992,145.592,153.42,6637924.0
2024-04-03 15:00:00,154.65,155.08,154.05,154.93,5349626.0
2024-04-03 14:00:00,154.59,154.884,154.51,154.66,1548441.0
2024-04-03 13:00:00,154.64,154.84,154.33,154.59,1200221.0
2024-04-03 12:00:00,154.185,154.76,153.97,154.638,1731867.0
2024-04-03 11:00:00,154.07,154.348,153.9,154.19,2150183.0
2024-04-03 10:00:00,153.73,154.78,153.73,154.065,4340940.0
2024-04-03 09:00:00,153.97,154.15,152.73,153.69,3309372.0
2024-04-03 08:00:00,154.47,154.737,153.68,153.96,86382.0
2024-04-03 07:00:00,154.05,154.48,154.05,154.48,15693.0
2024-04-03 06:00:00,153.93,154.24,153.69,154.0,21481.0
2024-04-03 05:00:00,154.61,154.68,153.97,153.98,13880.0
2024-04-03 04:00:00,154.6,154.8,153.81,154.6,16902.0
2024-04-02 19:00:00,155.1,155.25,155.01,155.09,8829.0
2024-04-02 18:00:00,155.0,155.25,154.9,155.1,6094.0
2024-04-02 17:00:00,155.08,155.15,154.56,154.95,8008.0
2024-04-02 16:00:00,154.63,155.45,153.235,155.13,7300454.0
2024-04-02 15:00:00,153.93,154.7,153.9,154.62,4199340.0
2024-04-02 14:00:00,154.045,154.175,153.725,153.93,1266116.0
2024-04-02 13:00:00,153.78,154.07,153.57,154.04,1415135.0
2024-04-02 12:00:00,153.505,153.98,153.4,153.755,1566844.0
2024-04-02 11:00:00,153.015,153.625,152.73,153.51,2290929.0
2024-04-02 10:00:00,153.05,153.87,152.65,153.01,3777337.0
2024-04-02 09:00:00,153.41,154.05,152.0,153.02,4919731.0
2024-04-02 08:00:00,154.216,155.49,153.42,153.47,668467.0
2024-04-02 07:00:00,154.35,154.45,154.02,154.1,47835.0
2024-04-02 06:00:00,154.65,154.71,154.0,154.37,21680.0
2024-04-02 05:00:00,154.63,154.9,154.62,154.66,14995.0
2024-04-02 04:00:00,154.95,155.17,154.5,154.61,21858.0
2024-04-01 19:00:00,155.41,155.5,155.075,155.43,28056.0
2024-04-01 18:00:00,155.47,155.48,155.39,155.451,16359.0
2024-04-01 17:00:00,155.4,165.656,150.69,155.46,280026.0
2024-04-01 16:00:00,155.38,155.49,155.21,155.42,7572712.0
2024-04-01 15:00:00,155.07,155.74,154.87,155.45,5783290.0
2024-04-01 14:00:00,154.97,155.24,154.73,155.07,1728408.0
2024-04-01 13:00:00,154.92,155.14,154.74,154.975,1755788.0
2024-04-01 12:00:00,154.76,155.27,154.73,154.92,2016990.0
2024-04-01 11:00:00,154.81,155.535,154.48,154.76,3340043.0
2024-04-01 10:00:00,154.81,155.48,154.4,154.82,4920104.0
2024-04-01 09:00:00,151.35,155.68,150.24,154.815,7478407.0
2024-04-01 08:00:00,151.356,151.789,150.89,151.35,75574.0
2024-04-01 07:00:00,151.65,151.66,151.3,151.4,19575.0
2024-04-01 06:00:00,151.79,151.82,151.56,151.68,2849.0
2024-04-01 05:00:00,151.69,151.8,151.5,151.76,5679.0
2024-04-01 04:00:00,150.95,151.8,150.95,151.69,17486.0
2024-03-28 19:00:00,150.68,150.85,150.63,150.768,5656.0
2024-03-28 18:00:00,150.5,150.93,150.45,150.63,6361.0
2024-03-28 17:00:00,150.58,161.017,150.5,150.52,9090.0
2024-03-28 16:00:00,150.81,150.931,150.45,150.59,16072847.0
2024-03-28 15:00:00,151.248,151.39,150.75,150.8,4598131.0
2024-03-28 14:00:00,150.77,151.33,150.69,151.245,1505802.0
2024-03-28 13:00:00,150.72,150.83,150.54,150.775,1261260.0
2024-03-28 12:00:00,150.455,150.8,150.325,150.71,1574728.0
2024-03-28 11:00:00,150.68,150.89,150.34,150.46,1908198.0
2024-03-28 10:00:00,150.69,150.965,150.28,150.69,1906501.0
2024-03-28 09:00:00,151.12,151.5,150.17,150.71,2397943.0
2024-03-28 08:00:00,150.54,151.59,149.76,151.062,53872.0
2024-03-28 07:00:00,151.06,151.55,150.75,150.92,26059.0
2024-03-28 06:00:00,150.86,151.17,150.82,151.07,4539.0
2024-03-28 05:00:00,150.63,150.87,150.42,150.86,6867.0
2024-03-28 04:00:00,150.87,150.95,150.51,150.62,5354.0
